"Date","Price","Open","High","Low","Vol.","Change %"
"05/06/2022","76.979","76.518","77.079","76.518","","0.61%"
"05/05/2022","76.514","76.149","76.578","76.007","","0.30%"
"05/04/2022","76.282","76.474","76.603","76.206","","-0.25%"
"05/03/2022","76.470","76.490","76.675","76.450","","-0.02%"
"05/02/2022","76.485","76.515","76.530","76.327","","-0.07%"
"04/29/2022","76.535","76.617","76.704","76.264","","-0.18%"
"04/28/2022","76.670","76.521","76.720","76.407","","0.05%"
"04/27/2022","76.632","76.773","76.816","76.498","","-0.06%"
"04/26/2022","76.680","76.546","76.705","76.451","","-0.09%"
"04/25/2022","76.748","76.556","76.800","76.552","","0.36%"
"04/22/2022","76.475","76.283","76.533","76.205","","0.28%"
"04/21/2022","76.262","76.282","76.390","76.080","","-0.01%"
"04/20/2022","76.269","76.475","76.548","76.156","","-0.23%"
"04/19/2022","76.445","76.285","76.560","76.253","","0.21%"
"04/18/2022","76.284","76.308","76.453","76.222","","-0.06%"
"04/15/2022","76.332","76.306","76.365","76.286","","0.05%"
"04/14/2022","76.292","76.145","76.296","76.081","","0.22%"
"04/13/2022","76.122","76.155","76.286","76.044","","0.05%"
"04/12/2022","76.082","75.938","76.196","75.938","","0.32%"
"04/11/2022","75.836","75.966","76.111","75.805","","-0.16%"
"04/08/2022","75.960","75.932","76.061","75.722","","0.06%"
"04/07/2022","75.913","75.962","76.050","75.776","","-0.04%"
"04/06/2022","75.947","75.424","76.074","75.424","","0.64%"
"04/05/2022","75.465","75.434","75.572","75.260","","0.02%"
"04/04/2022","75.451","75.922","75.951","75.354","","-0.72%"
"04/01/2022","75.995","75.918","76.021","75.863","","0.09%"
"03/31/2022","75.928","75.845","75.968","75.651","","0.14%"
"03/30/2022","75.823","75.668","75.984","75.615","","0.21%"
"03/29/2022","75.666","76.005","76.176","75.565","","-0.56%"
"03/28/2022","76.090","76.320","76.390","76.022","","-0.26%"
"03/25/2022","76.285","76.222","76.299","76.125","","-0.03%"
"03/24/2022","76.305","76.510","76.510","76.166","","-0.29%"
"03/23/2022","76.530","76.104","76.530","75.982","","0.49%"
"03/22/2022","76.159","76.308","76.520","75.996","","-0.17%"
"03/21/2022","76.285","76.034","76.285","76.005","","0.29%"
"03/18/2022","76.065","76.065","76.210","76.017","","0.17%"
"03/17/2022","75.937","76.054","76.090","75.755","","-0.35%"
"03/16/2022","76.200","76.271","76.482","76.108","","-0.29%"
"03/15/2022","76.420","76.470","76.690","76.302","","-0.04%"
"03/14/2022","76.450","76.654","76.720","76.440","","-0.08%"
"03/11/2022","76.511","76.371","76.737","76.272","","0.26%"
"03/10/2022","76.310","76.271","76.497","76.071","","-0.09%"
"03/09/2022","76.382","76.928","77.014","76.317","","-0.68%"
"03/08/2022","76.905","76.996","77.174","76.725","","-0.09%"
"03/07/2022","76.975","76.665","77.160","76.665","","0.72%"
"03/04/2022","76.425","75.945","76.438","75.944","","0.60%"
"03/03/2022","75.971","75.660","76.020","75.627","","0.44%"
"03/02/2022","75.638","75.928","75.947","75.590","","-0.19%"
"03/01/2022","75.782","75.289","75.817","75.284","","0.35%"
"02/28/2022","75.520","75.767","75.808","75.285","","0.59%"
"02/25/2022","75.075","75.415","75.475","75.075","","-0.71%"
"02/24/2022","75.615","74.679","75.835","74.643","","1.31%"
"02/23/2022","74.640","74.630","74.735","74.531","","0.01%"
"02/22/2022","74.630","74.692","74.999","74.602","","0.14%"
"02/21/2022","74.524","74.596","74.742","74.355","","-0.22%"
"02/18/2022","74.687","75.070","75.109","74.469","","-0.56%"
"02/17/2022","75.105","74.973","75.233","74.945","","0.07%"
"02/16/2022","75.050","75.198","75.319","74.955","","-0.17%"
"02/15/2022","75.177","75.630","75.749","75.162","","-0.67%"
"02/14/2022","75.686","75.571","75.712","75.377","","0.45%"
"02/11/2022","75.348","75.315","75.530","75.172","","0.33%"
"02/10/2022","75.102","74.815","75.288","74.806","","0.39%"
"02/09/2022","74.808","74.720","74.890","74.655","","0.12%"
"02/08/2022","74.719","74.639","74.823","74.599","","0.09%"
"02/07/2022","74.655","74.697","74.832","74.625","","0.01%"
"02/04/2022","74.645","74.644","74.843","74.601","","0.00%"
"02/03/2022","74.644","74.851","74.941","74.621","","-0.24%"
"02/02/2022","74.823","74.751","75.047","74.685","","0.10%"
"02/01/2022","74.751","74.561","74.902","74.432","","0.26%"
"01/31/2022","74.556","75.035","75.077","74.556","","-0.65%"
"01/28/2022","75.046","75.203","75.224","74.881","","-0.22%"
"01/27/2022","75.209","75.139","75.329","75.054","","0.41%"
"01/26/2022","74.903","74.798","74.979","74.720","","0.16%"
"01/25/2022","74.787","74.657","74.819","74.567","","0.19%"
"01/24/2022","74.642","74.373","74.757","74.307","","0.31%"
"01/21/2022","74.409","74.483","74.593","74.279","","-0.08%"
"01/20/2022","74.468","74.420","74.552","74.311","","0.02%"
"01/19/2022","74.455","74.567","74.747","74.375","","-0.15%"
"01/18/2022","74.565","74.243","74.618","74.213","","0.42%"
"01/17/2022","74.255","74.182","74.377","74.137","","0.13%"
"01/14/2022","74.156","73.929","74.213","73.916","","0.25%"
"01/13/2022","73.972","73.773","73.993","73.773","","0.24%"
"01/12/2022","73.797","73.797","74.072","73.762","","-0.03%"
"01/11/2022","73.817","74.047","74.056","73.767","","-0.28%"
"01/10/2022","74.025","74.215","74.235","73.996","","-0.34%"
"01/07/2022","74.278","74.434","74.434","74.246","","-0.14%"
"01/06/2022","74.385","74.432","74.520","74.326","","0.13%"
"01/05/2022","74.285","74.535","74.600","74.254","","-0.33%"
"01/04/2022","74.530","74.389","74.732","74.389","","0.17%"
"01/03/2022","74.400","74.484","74.502","74.266","","-0.12%"
"12/31/2021","74.486","74.422","74.532","74.106","","0.10%"
"12/30/2021","74.415","74.495","74.670","74.284","","-0.21%"
"12/29/2021","74.570","74.750","74.865","74.568","","-0.19%"
"12/28/2021","74.715","74.939","75.000","74.599","","-0.35%"
"12/27/2021","74.980","75.019","75.190","74.959","","-0.03%"
"12/24/2021","75.004","75.059","75.228","74.998","","-0.04%"
"12/23/2021","75.035","75.503","75.505","75.035","","-0.56%"
"12/22/2021","75.460","75.685","75.685","75.449","","-0.32%"
"12/21/2021","75.705","75.795","75.800","75.404","","-0.03%"
"12/20/2021","75.730","76.030","76.188","75.730","","-0.37%"
"12/17/2021","76.013","76.208","76.309","75.951","","-0.22%"
"12/16/2021","76.184","76.179","76.343","76.086","","-0.22%"
"12/15/2021","76.355","76.097","76.423","76.035","","0.41%"
"12/14/2021","76.045","75.775","76.045","75.752","","0.36%"
"12/13/2021","75.770","75.680","75.818","75.575","","0.07%"
"12/10/2021","75.718","75.633","75.885","75.585","","0.16%"
"12/09/2021","75.599","75.405","75.691","75.381","","0.29%"
"12/08/2021","75.384","75.412","75.591","75.306","","-0.03%"
"12/07/2021","75.409","75.397","75.513","75.272","","0.02%"
"12/06/2021","75.395","75.181","75.475","75.181","","0.20%"
"12/03/2021","75.241","75.017","75.349","74.948","","0.34%"
"12/02/2021","74.989","75.016","75.099","74.902","","-0.04%"
"12/01/2021","75.021","75.087","75.087","74.798","","-0.11%"
"11/30/2021","75.100","75.043","75.204","74.852","","0.07%"
"11/29/2021","75.050","74.826","75.186","74.803","","-0.02%"
"11/26/2021","75.065","74.601","75.105","74.575","","0.76%"
"11/25/2021","74.502","74.647","74.647","74.464","","-0.16%"
"11/24/2021","74.622","74.438","74.622","74.322","","0.24%"
"11/23/2021","74.447","74.440","74.592","74.371","","0.00%"
"11/22/2021","74.445","74.347","74.527","74.298","","0.13%"
"11/19/2021","74.350","74.184","74.498","74.184","","0.25%"
"11/18/2021","74.165","74.295","74.338","74.015","","-0.12%"
"11/17/2021","74.255","74.469","74.542","74.218","","-0.27%"
"11/16/2021","74.457","74.425","74.535","74.285","","0.07%"
"11/15/2021","74.404","74.373","74.520","74.340","","0.08%"
"11/12/2021","74.347","74.334","74.545","74.274","","0.05%"
"11/11/2021","74.312","74.410","74.607","74.282","","-0.14%"
"11/10/2021","74.415","74.187","74.437","74.076","","0.32%"
"11/09/2021","74.175","73.905","74.175","73.834","","0.34%"
"11/08/2021","73.921","74.224","74.295","73.876","","-0.36%"
"11/05/2021","74.191","74.560","74.582","74.171","","-0.48%"
"11/04/2021","74.548","74.450","74.567","74.218","","0.13%"
"11/03/2021","74.452","74.700","74.745","74.380","","-0.33%"
"11/02/2021","74.695","74.837","74.910","74.570","","-0.19%"
"11/01/2021","74.837","74.935","75.045","74.794","","-0.13%"
"10/29/2021","74.935","74.803","75.048","74.755","","0.20%"
"10/28/2021","74.788","75.069","75.136","74.750","","-0.37%"
"10/27/2021","75.069","74.942","75.110","74.884","","0.17%"
"10/26/2021","74.942","75.022","75.175","74.862","","-0.11%"
"10/25/2021","75.022","74.945","75.182","74.887","","0.03%"
"10/22/2021","74.999","74.869","74.999","74.672","","0.15%"
"10/21/2021","74.889","74.829","74.944","74.703","","0.11%"
"10/20/2021","74.810","75.075","75.209","74.761","","-0.41%"
"10/19/2021","75.120","75.240","75.275","74.892","","-0.12%"
"10/18/2021","75.210","75.041","75.409","75.041","","0.24%"
"10/15/2021","75.030","74.987","75.075","74.882","","0.05%"
"10/14/2021","74.995","75.256","75.385","74.970","","-0.41%"
"10/13/2021","75.306","75.502","75.535","75.194","","-0.24%"
"10/12/2021","75.488","75.434","75.685","75.179","","0.11%"
"10/11/2021","75.403","75.119","75.546","75.070","","0.36%"
"10/08/2021","75.131","74.844","75.197","74.822","","0.41%"
"10/07/2021","74.825","74.768","74.950","74.714","","0.06%"
"10/06/2021","74.778","74.522","75.066","74.522","","0.29%"
"10/05/2021","74.565","74.578","74.688","74.430","","-0.03%"
"10/04/2021","74.588","74.147","74.597","74.135","","0.59%"
"10/01/2021","74.150","74.190","74.389","74.090","","-0.03%"
"09/30/2021","74.170","74.326","74.361","74.115","","-0.17%"
"09/29/2021","74.298","74.174","74.359","74.097","","0.13%"
"09/28/2021","74.200","73.800","74.260","73.734","","0.51%"
"09/27/2021","73.825","73.685","73.886","73.610","","0.01%"
"09/24/2021","73.821","73.832","73.875","73.619","","0.01%"
"09/23/2021","73.810","73.880","73.912","73.600","","-0.02%"
"09/22/2021","73.825","73.777","73.955","73.675","","0.11%"
"09/21/2021","73.745","73.645","73.759","73.555","","0.12%"
"09/20/2021","73.653","73.825","73.847","73.615","","0.01%"
"09/17/2021","73.645","73.526","73.645","73.413","","0.10%"
"09/16/2021","73.575","73.445","73.616","73.335","","0.18%"
"09/15/2021","73.445","73.629","73.742","73.423","","-0.27%"
"09/14/2021","73.647","73.529","73.734","73.517","","0.11%"
"09/13/2021","73.565","73.545","73.787","73.545","","0.06%"
"09/10/2021","73.524","73.556","73.556","73.375","","-0.03%"
"09/09/2021","73.546","73.740","73.897","73.506","","-0.34%"
"09/08/2021","73.796","73.416","73.883","73.412","","0.48%"
"09/07/2021","73.442","73.073","73.494","73.047","","0.50%"
"09/06/2021","73.078","72.995","73.131","72.971","","0.11%"
"09/03/2021","72.997","73.013","73.166","72.930","","-0.01%"
"09/02/2021","73.006","72.998","73.134","72.951","","0.02%"
"09/01/2021","72.995","72.987","73.161","72.916","","0.06%"
"08/31/2021","72.951","73.423","73.423","72.907","","-0.47%"
"08/30/2021","73.299","73.456","73.556","73.187","","-0.24%"
"08/27/2021","73.475","74.126","74.210","73.454","","-0.92%"
"08/26/2021","74.155","74.103","74.275","74.091","","0.05%"
"08/25/2021","74.120","74.150","74.310","74.120","","-0.02%"
"08/24/2021","74.136","74.084","74.230","74.081","","0.00%"
"08/23/2021","74.135","74.261","74.321","74.089","","-0.29%"
"08/20/2021","74.352","74.385","74.483","74.322","","-0.04%"
"08/19/2021","74.380","74.280","74.464","74.261","","0.12%"
"08/18/2021","74.290","74.321","74.355","74.234","","-0.11%"
"08/17/2021","74.375","74.134","74.395","74.134","","0.28%"
"08/16/2021","74.170","74.232","74.305","74.123","","-0.10%"
"08/13/2021","74.242","74.241","74.326","74.238","","-0.10%"
"08/12/2021","74.315","74.103","74.340","74.103","","0.07%"
"08/11/2021","74.263","74.419","74.501","74.201","","-0.23%"
"08/10/2021","74.435","74.456","74.509","74.337","","-0.07%"
"08/09/2021","74.488","74.243","74.488","74.203","","0.33%"
"08/06/2021","74.242","74.082","74.242","74.041","","0.19%"
"08/05/2021","74.100","74.172","74.290","74.087","","-0.10%"
"08/04/2021","74.175","74.242","74.279","74.105","","-0.10%"
"08/03/2021","74.251","74.317","74.368","74.204","","-0.14%"
"08/02/2021","74.356","74.342","74.432","74.316","","0.02%"
"07/30/2021","74.344","74.256","74.454","74.249","","0.13%"
"07/29/2021","74.248","74.383","74.432","74.219","","-0.34%"
"07/28/2021","74.500","74.526","74.534","74.310","","-0.01%"
"07/27/2021","74.504","74.279","74.546","74.279","","0.22%"
"07/26/2021","74.340","74.442","74.534","74.338","","-0.12%"
"07/23/2021","74.427","74.457","74.575","74.374","","-0.04%"
"07/22/2021","74.455","74.441","74.525","74.306","","-0.05%"
"07/21/2021","74.495","74.525","74.642","74.493","","-0.05%"
"07/20/2021","74.535","74.944","74.973","74.535","","-0.43%"
"07/19/2021","74.858","74.681","75.032","74.681","","0.33%"
"07/16/2021","74.610","74.532","74.669","74.491","","0.08%"
"07/15/2021","74.550","74.462","74.576","74.436","","0.11%"
"07/14/2021","74.470","74.654","74.660","74.461","","-0.17%"
"07/13/2021","74.600","74.519","74.679","74.406","","0.07%"
"07/12/2021","74.545","74.537","74.685","74.415","","0.08%"
"07/09/2021","74.487","74.762","74.768","74.468","","-0.34%"
"07/08/2021","74.740","74.744","74.875","74.660","","-0.08%"
"07/07/2021","74.800","74.762","74.820","74.560","","0.28%"
"07/06/2021","74.591","74.335","74.629","74.243","","0.37%"
"07/05/2021","74.317","74.553","74.582","74.284","","-0.27%"
"07/02/2021","74.518","74.558","74.887","74.502","","-0.06%"
"07/01/2021","74.565","74.364","74.639","74.330","","0.27%"
"06/30/2021","74.365","74.218","74.474","74.205","","0.09%"
"06/29/2021","74.300","74.277","74.352","74.205","","0.03%"
"06/28/2021","74.275","74.159","74.316","74.159","","0.07%"
"06/25/2021","74.220","74.172","74.258","74.116","","0.04%"
"06/24/2021","74.190","74.225","74.278","74.110","","0.05%"
"06/23/2021","74.150","74.350","74.406","74.056","","-0.26%"
"06/22/2021","74.340","74.120","74.418","74.051","","0.27%"
"06/21/2021","74.140","74.102","74.336","74.058","","0.03%"
"06/18/2021","74.120","74.208","74.301","73.818","","-0.09%"
"06/17/2021","74.186","73.593","74.263","73.588","","1.24%"
"06/16/2021","73.275","73.345","73.394","73.260","","-0.12%"
"06/15/2021","73.360","73.208","73.383","73.159","","0.24%"
"06/14/2021","73.185","73.257","73.296","73.102","","-0.08%"
"06/11/2021","73.245","73.005","73.262","72.883","","0.23%"
"06/10/2021","73.080","72.948","73.135","72.932","","0.13%"
"06/09/2021","72.985","72.920","73.020","72.884","","0.04%"
"06/08/2021","72.955","72.783","72.975","72.765","","0.20%"
"06/07/2021","72.811","72.918","72.952","72.763","","-0.08%"
"06/04/2021","72.870","73.040","73.129","72.812","","-0.24%"
"06/03/2021","73.045","73.016","73.185","72.833","","0.12%"
"06/02/2021","72.960","72.860","73.333","72.860","","0.13%"
"06/01/2021","72.865","72.484","72.958","72.475","","0.48%"
"05/31/2021","72.518","72.377","72.662","72.347","","0.15%"
"05/28/2021","72.410","72.692","72.692","72.320","","-0.41%"
"05/27/2021","72.710","72.684","72.798","72.508","","-0.02%"
"05/26/2021","72.725","72.805","72.805","72.630","","-0.10%"
"05/25/2021","72.795","72.870","72.880","72.745","","-0.05%"
"05/24/2021","72.835","72.861","72.983","72.825","","0.01%"
"05/21/2021","72.827","73.007","73.095","72.760","","-0.26%"
"05/20/2021","73.015","73.157","73.227","73.015","","-0.28%"
"05/19/2021","73.220","73.130","73.250","72.938","","0.23%"
"05/18/2021","73.055","73.222","73.270","72.956","","-0.38%"
"05/17/2021","73.335","73.281","73.335","73.151","","0.05%"
"05/14/2021","73.300","73.450","73.486","73.189","","-0.24%"
"05/13/2021","73.480","73.611","73.662","73.470","","-0.08%"
"05/12/2021","73.538","73.379","73.541","73.371","","0.22%"
"05/11/2021","73.375","73.503","73.540","73.280","","-0.12%"
"05/10/2021","73.460","73.283","73.497","73.267","","0.28%"
"05/07/2021","73.254","73.619","73.757","73.248","","-0.48%"
"05/06/2021","73.605","73.788","74.007","73.595","","-0.28%"
"05/05/2021","73.810","73.769","74.055","73.741","","0.05%"
"05/04/2021","73.770","73.849","73.982","73.770","","-0.07%"
"05/03/2021","73.820","74.260","74.335","73.820","","-0.32%"
"04/30/2021","74.055","74.131","74.208","73.945","","-0.06%"
"04/29/2021","74.100","74.210","74.295","73.957","","-0.53%"
"04/28/2021","74.493","74.600","74.605","74.279","","-0.13%"
"04/27/2021","74.590","74.798","74.843","74.513","","-0.22%"
"04/26/2021","74.757","74.749","74.941","74.689","","-0.23%"
"04/23/2021","74.930","75.131","75.134","74.760","","-0.25%"
"04/22/2021","75.120","75.422","75.438","74.850","","-0.42%"
"04/21/2021","75.439","75.371","75.579","75.293","","0.06%"
"04/20/2021","75.395","74.674","75.458","74.520","","0.71%"
"04/19/2021","74.860","74.556","75.060","74.548","","0.43%"
"04/16/2021","74.540","74.715","74.862","74.292","","-0.25%"
"04/15/2021","74.730","75.062","75.358","74.730","","-0.44%"
"04/14/2021","75.060","75.185","75.259","75.059","","-0.28%"
"04/13/2021","75.270","75.010","75.547","74.961","","0.37%"
"04/12/2021","74.990","74.968","75.202","74.741","","0.34%"
"04/09/2021","74.734","74.566","74.987","74.538","","0.21%"
"04/08/2021","74.577","74.435","74.899","74.186","","0.28%"
"04/07/2021","74.368","73.454","74.592","73.437","","1.19%"
"04/06/2021","73.490","73.262","73.499","73.209","","0.23%"
"04/05/2021","73.319","73.336","73.482","73.292","","-0.09%"
"04/02/2021","73.385","73.286","73.405","73.268","","0.07%"
"04/01/2021","73.332","73.175","73.459","73.162","","0.25%"
"03/31/2021","73.148","73.418","73.627","73.056","","-0.40%"
"03/30/2021","73.445","72.719","73.628","72.719","","0.95%"
"03/29/2021","72.755","72.531","72.764","72.480","","0.19%"
"03/26/2021","72.615","72.638","72.661","72.357","","-0.07%"
"03/25/2021","72.665","72.585","72.715","72.552","","0.10%"
"03/24/2021","72.595","72.565","72.728","72.502","","0.06%"
"03/23/2021","72.555","72.371","72.555","72.268","","0.24%"
"03/22/2021","72.380","72.450","72.536","72.312","","-0.05%"
"03/19/2021","72.413","72.661","72.715","72.413","","-0.39%"
"03/18/2021","72.700","72.342","72.729","72.324","","0.18%"
"03/17/2021","72.570","72.548","72.632","72.510","","0.08%"
"03/16/2021","72.515","72.515","72.642","72.368","","-0.03%"
"03/15/2021","72.535","72.661","72.789","72.380","","-0.21%"
"03/12/2021","72.690","72.664","72.876","72.630","","-0.01%"
"03/11/2021","72.700","72.757","72.802","72.580","","-0.04%"
"03/10/2021","72.730","72.811","73.107","72.728","","-0.06%"
"03/09/2021","72.776","73.329","73.394","72.776","","-0.80%"
"03/08/2021","73.360","73.205","73.409","72.933","","0.23%"
"03/05/2021","73.190","73.071","73.217","72.745","","0.62%"
"03/04/2021","72.739","72.886","73.113","72.599","","-0.28%"
"03/03/2021","72.940","73.241","73.290","72.692","","-0.44%"
"03/02/2021","73.260","73.388","73.513","73.260","","-0.20%"
"03/01/2021","73.405","73.592","73.789","73.174","","-0.72%"
"02/26/2021","73.937","72.963","74.072","72.949","","1.64%"
"02/25/2021","72.745","72.391","72.767","72.289","","0.49%"
"02/24/2021","72.390","72.390","72.475","72.268","","0.01%"
"02/23/2021","72.382","72.465","72.561","72.304","","-0.09%"
"02/22/2021","72.450","72.556","72.598","72.290","","-0.15%"
"02/19/2021","72.560","72.593","72.732","72.417","","-0.03%"
"02/18/2021","72.585","72.840","72.840","72.535","","-0.34%"
"02/17/2021","72.835","72.910","72.981","72.740","","-0.05%"
"02/16/2021","72.870","72.610","72.919","72.601","","0.34%"
"02/15/2021","72.624","72.603","72.696","72.513","","0.04%"
"02/12/2021","72.595","72.719","72.840","72.565","","-0.16%"
"02/11/2021","72.710","72.796","72.900","72.673","","-0.12%"
"02/10/2021","72.795","72.855","72.898","72.765","","-0.08%"
"02/09/2021","72.856","72.922","72.951","72.822","","-0.11%"
"02/08/2021","72.935","72.805","73.004","72.761","","0.16%"
"02/05/2021","72.815","72.989","73.034","72.770","","-0.19%"
"02/04/2021","72.955","72.826","72.997","72.826","","0.19%"
"02/03/2021","72.815","72.953","73.012","72.805","","-0.14%"
"02/02/2021","72.917","73.038","73.116","72.907","","-0.28%"
"02/01/2021","73.120","72.908","73.200","72.815","","0.29%"
"01/29/2021","72.906","72.935","73.060","72.829","","-0.05%"
"01/28/2021","72.944","73.033","73.193","72.889","","-0.17%"
"01/27/2021","73.070","72.904","73.092","72.790","","0.21%"
"01/26/2021","72.915","72.943","73.138","72.838","","-0.08%"
"01/25/2021","72.970","72.958","73.016","72.877","","-0.02%"
"01/22/2021","72.985","72.955","73.105","72.915","","0.02%"
"01/21/2021","72.970","72.924","73.056","72.900","","0.08%"
"01/20/2021","72.915","73.195","73.195","72.883","","-0.38%"
"01/19/2021","73.192","73.162","73.306","73.104","","0.01%"
"01/18/2021","73.188","73.128","73.327","73.128","","0.08%"
"01/15/2021","73.130","73.097","73.213","72.995","","0.07%"
"01/14/2021","73.080","73.143","73.240","72.922","","-0.12%"
"01/13/2021","73.170","73.175","73.238","73.065","","-0.08%"
"01/12/2021","73.225","73.497","73.497","73.195","","-0.34%"
"01/11/2021","73.474","73.439","73.600","73.367","","0.18%"
"01/08/2021","73.340","73.440","73.495","73.204","","-0.12%"
"01/07/2021","73.430","73.169","73.475","73.065","","0.40%"
"01/06/2021","73.136","73.184","73.234","73.055","","0.01%"
"01/05/2021","73.130","73.065","73.291","72.987","","0.07%"
"01/04/2021","73.080","73.089","73.125","72.827","","-0.06%"
"01/01/2021","73.125","73.100","73.130","73.025","","0.10%"
"12/31/2020","73.054","73.208","73.232","72.955","","-0.12%"
"12/30/2020","73.144","73.358","73.413","73.135","","-0.36%"
"12/29/2020","73.405","73.555","73.555","73.310","","-0.19%"
"12/28/2020","73.548","73.558","73.609","73.454","","-0.01%"
"12/25/2020","73.558","73.558","73.558","73.558","","0.00%"
"12/24/2020","73.555","73.805","73.845","73.517","","-0.30%"
"12/23/2020","73.780","73.910","73.910","73.660","","-0.10%"
"12/22/2020","73.854","73.938","73.948","73.802","","-0.24%"
"12/21/2020","74.028","73.575","74.105","73.575","","0.62%"
"12/18/2020","73.575","73.525","73.582","73.475","","0.07%"
"12/17/2020","73.525","73.585","73.627","73.367","","-0.16%"
"12/16/2020","73.640","73.527","73.660","73.457","","0.11%"
"12/15/2020","73.558","73.666","73.674","73.537","","-0.11%"
"12/14/2020","73.640","73.746","73.746","73.450","","-0.13%"
"12/11/2020","73.738","73.712","73.809","73.526","","-0.01%"
"12/10/2020","73.745","73.725","73.777","73.625","","0.02%"
"12/09/2020","73.730","73.697","73.730","73.520","","0.01%"
"12/08/2020","73.725","73.813","73.841","73.505","","-0.07%"
"12/07/2020","73.779","73.821","73.993","73.698","","0.00%"
"12/04/2020","73.776","73.878","73.878","73.661","","-0.13%"
"12/03/2020","73.870","73.685","73.982","73.670","","0.14%"
"12/02/2020","73.770","73.490","73.840","73.402","","0.37%"
"12/01/2020","73.500","74.023","74.023","73.458","","-0.68%"
"11/30/2020","74.000","73.943","74.020","73.870","","0.09%"
"11/27/2020","73.935","73.834","74.113","73.724","","0.13%"
"11/26/2020","73.837","73.776","73.906","73.714","","0.07%"
"11/25/2020","73.789","73.965","74.020","73.743","","-0.39%"
"11/24/2020","74.079","74.244","74.244","73.861","","-0.24%"
"11/23/2020","74.260","74.128","74.279","74.005","","0.19%"
"11/20/2020","74.120","74.150","74.213","74.062","","0.01%"
"11/19/2020","74.110","74.300","74.348","74.096","","-0.01%"
"11/18/2020","74.120","74.470","74.530","74.066","","-0.48%"
"11/17/2020","74.480","74.340","74.640","74.340","","0.13%"
"11/16/2020","74.380","74.598","74.598","74.380","","-0.27%"
"11/13/2020","74.582","74.656","74.724","74.472","","-0.14%"
"11/12/2020","74.685","74.415","74.754","74.350","","0.30%"
"11/11/2020","74.462","74.172","74.543","74.172","","0.23%"
"11/10/2020","74.290","73.940","74.483","73.930","","0.34%"
"11/09/2020","74.035","73.979","74.175","73.634","","0.08%"
"11/06/2020","73.976","74.012","74.270","73.842","","0.07%"
"11/05/2020","73.925","74.310","74.420","73.925","","-0.60%"
"11/04/2020","74.368","74.586","74.998","74.325","","-0.34%"
"11/03/2020","74.625","74.427","74.631","74.254","","0.15%"
"11/02/2020","74.510","74.575","74.575","74.265","","-0.08%"
"10/30/2020","74.567","74.308","74.716","74.243","","0.25%"
"10/29/2020","74.380","74.227","74.533","73.937","","0.26%"
"10/28/2020","74.190","73.729","74.279","73.647","","0.77%"
"10/27/2020","73.624","73.929","74.000","73.595","","-0.47%"
"10/26/2020","73.970","73.850","74.123","73.697","","0.17%"
"10/23/2020","73.842","73.653","73.899","73.476","","0.23%"
"10/22/2020","73.670","73.660","73.807","73.520","","0.10%"
"10/21/2020","73.600","73.435","73.771","73.357","","0.20%"
"10/20/2020","73.450","73.325","73.564","73.290","","0.12%"
"10/19/2020","73.360","73.452","73.452","73.281","","-0.11%"
"10/16/2020","73.444","73.384","73.444","73.249","","0.01%"
"10/15/2020","73.435","73.305","73.533","73.209","","0.25%"
"10/14/2020","73.255","73.405","73.475","73.189","","-0.21%"
"10/13/2020","73.410","73.359","73.483","73.247","","0.06%"
"10/12/2020","73.364","73.014","73.419","73.014","","0.47%"
"10/09/2020","73.020","73.150","73.265","72.966","","-0.38%"
"10/08/2020","73.300","73.330","73.376","73.179","","-0.05%"
"10/07/2020","73.335","73.485","73.610","73.245","","-0.14%"
"10/06/2020","73.441","73.097","73.522","73.097","","0.44%"
"10/05/2020","73.117","73.300","73.486","73.067","","-0.24%"
"10/02/2020","73.295","73.242","73.453","73.242","","0.11%"
"10/01/2020","73.218","73.614","73.630","73.023","","-0.48%"
"09/30/2020","73.570","73.822","73.870","73.531","","-0.26%"
"09/29/2020","73.760","73.790","73.920","73.717","","-0.01%"
"09/28/2020","73.765","73.698","73.865","73.540","","0.11%"
"09/25/2020","73.685","73.735","73.785","73.571","","-0.30%"
"09/24/2020","73.910","73.840","74.057","73.770","","0.45%"
"09/23/2020","73.580","73.511","73.640","73.424","","0.08%"
"09/22/2020","73.520","73.580","73.650","73.390","","-0.08%"
"09/21/2020","73.580","73.543","73.640","73.265","","0.05%"
"09/18/2020","73.540","73.471","73.607","73.143","","-0.10%"
"09/17/2020","73.610","73.705","73.790","73.590","","0.09%"
"09/16/2020","73.545","73.585","73.788","73.475","","-0.09%"
"09/15/2020","73.610","73.400","73.740","73.310","","0.31%"
"09/14/2020","73.385","73.493","73.615","73.275","","-0.07%"
"09/11/2020","73.440","73.530","73.620","73.410","","0.00%"
"09/10/2020","73.440","73.453","73.508","73.160","","0.18%"
"09/09/2020","73.310","73.795","73.825","73.310","","-0.60%"
"09/08/2020","73.750","73.630","73.976","73.390","","0.41%"
"09/07/2020","73.447","73.292","73.490","73.028","","0.21%"
"09/04/2020","73.291","73.462","73.492","72.996","","-0.14%"
"09/03/2020","73.391","73.202","73.554","73.151","","0.17%"
"09/02/2020","73.269","73.137","73.302","72.892","","0.36%"
"09/01/2020","73.004","73.212","73.221","72.751","","-0.35%"
"08/31/2020","73.257","73.115","73.703","73.043","","0.19%"
"08/28/2020","73.115","73.816","73.876","73.115","","-1.07%"
"08/27/2020","73.904","74.290","74.375","73.780","","-0.43%"
"08/26/2020","74.222","74.205","74.463","74.183","","0.00%"
